note,chord,bar,correct,,assigned,,reassigned,,category,model output,,,,
21,13,,2,,2,,,,,0.0000006998204185038048,0.03706653416156769,0.9629252552986145,0.000007632238521182444,0.000000000000000016997281112376487
22,13,,1,,1,,,,,0.002566272858530283,0.9971857666969299,0.0002479575923644006,0.00000000021763983670819442,0.000000000000000000014529257822844872
23,13,,0,,0,,,,,0.9998676776885986,0.00012761355901602656,0.000004615652869688347,0.0000000013552785560477787,0.00000000000000001417648107264613
24,14,,0,,1,,,,I,0.432993620634079,0.5322805047035217,0.03190428763628006,0.002821484813466668,0.000000000000005845916046571696
25,15,,1,,2,,,,I,0.000000007666163703845541,0.01480785757303238,0.9811760783195496,0.0040161265060305595,0.000000000000000000021453950237631393
26,15,,0,,0,,,,,0.9995272159576416,0.00021782764815725386,0.0002548684715293348,0.00000017233301718988514,0.000000000002656178445595292
27,16,,0,,0,,,,,0.9975762963294983,0.0024067899212241173,0.000016869164028321393,0.000000013343238514096356,0.00000000000000029923434683140127
28,17,,3,,3,,,,,0.000000000002833322118589443,0.0000016898724197744741,0.0007877572206780314,0.9992104768753052,0.00000000000000000000038764783916919013
29,17,,2,,2,,,,,0.000000007526699263848968,0.08568520098924637,0.9136190414428711,0.0006957015139050782,0.00000000000000000007248954646608123
30,17,,1,,1,,,,,0.00002412538196949754,0.9952030181884766,0.004772709216922522,0.000000276104429985935,0.000000000000000000008659324894433598
31,17,,0,,0,,,,,0.999904990196228,0.00009331174805993214,0.000001709656089587952,0.00000000004296014932680947,0.0000000000000019738186423718307
32,18,,0,,0,,,,,0.9576665163040161,0.04100950062274933,0.0012916887644678354,0.00003228955392842181,0.00000000001094695601527862
33,19,,0,,0,,,,,0.9940531849861145,0.005240495316684246,0.0006980819161981344,0.000008292078746308107,0.000000000022002902971829386
34,20,,0,,0,,,,,0.9955912828445435,0.00221315398812294,0.0021800228860229254,0.00001563183104735799,0.0000000011552643286449893
35,21,,0,,0,,,,,0.9998645782470703,0.00011486713628983125,0.00002007699185924139,0.0000004388874685901101,0.00000000001727308053534049
36,22,,0,,0,,,,,0.9915839433670044,0.005542350467294455,0.002725462196394801,0.00014827022096142173,0.000000000009239883164147145
37,23,,3,,3,,,,,0.000000000000005875032804133562,0.0000006109255537012359,0.015230806544423103,0.9847685098648071,0.000000000000000000000000007663434715716207
38,23,,2,,2,,,,,0.00000000034272693016923483,0.004365112632513046,0.9942633509635925,0.0013715253444388509,0.00000000000000000003013632875267207
39,23,,0,,0,,,,,0.9995023012161255,0.0004922181251458824,0.00000552399569642148,0.00000000004427229763348528,0.000000000000000013183833731899832
40,24,,2,,3,,,,I,0.000000001833206364487694,0.05920912325382233,0.43374893069267273,0.5070419907569885,0.000000000000000000011143014655187192
41,24,,1,,0,,,,I,0.618005633354187,0.37995582818984985,0.0020385279785841703,0.0000000348144837403197,0.00000000000004844804163970165
42,25,,2,,1,,,,I,0.0023204965982586145,0.83094722032547,0.16638877987861633,0.00034354670788161457,0.000000000002130547474554767
43,26,,3,,3,,,,,0.0000000002143762251050063,0.014875122345983982,0.03406716510653496,0.9510577321052551,0.000000000000000000008856664823870749
44,26,,0,,0,,,,,0.9823989272117615,0.015140407718718052,0.0024607330560684204,0.0000000000048281626092994134,0.000000000000000000026878965817446408
45,27,,3,,3,,,,,0.000000000000004521081554650138,0.0000008012049761418893,0.003935432061553001,0.996063768863678,0.000000000000000000000041179672056796714
46,27,,2,,2,,,,,0.000000035698398903605266,0.04463271424174309,0.9553329944610596,0.00003429559001233429,0.00000000000000000000014385248424697518
47,27,,1,,1,,,,,0.000016480287740705535,0.9724201560020447,0.027563294395804405,0.00000006862219947834092,0.00000000000000000019754074691789314
48,27,,0,,0,,,,,0.9999922513961792,0.000007772569006192498,0.00000003278953641938642,0.000000000027188003584588394,0.00000000000000010949044337740625
49,28,,3,,3,,,,,0.000000004161871292041042,0.009231307543814182,0.07222118228673935,0.9185475707054138,0.00000000000000000005393531663984569
50,28,,0,1,0,,,,O,0.9870331287384033,0.011813205666840076,0.0011536377714946866,0.0000000000018010249324892924,0.00000000000000000000009566837421775816
51,29,,3,,3,,,,,0.000000000000005102880110515384,0.00011593704402912408,0.00044218802941031754,0.9994418025016785,0.0000000000000000000000000004281369229392047
52,29,,0,,0,,,,,0.5375763773918152,0.40975046157836914,0.052672915160655975,0.00000030127989703032654,0.00000000000000008821675430341637
53,30,,2,3,3,,,,O,0.0000000007475395302769527,0.00183094572275877,0.03200474753975868,0.9661643505096436,0.0000000000000000000006955416641156932
54,30,,1,,1,,,,,0.00005735843660659157,0.999076247215271,0.0008663521730341017,0.00000000016076769082662423,0.00000000000000000000000023336388981848744
55,30,,0,,0,,,,,0.9855440258979797,0.014321663416922092,0.0001342879404546693,0.0000000011396883436987082,0.00000000000000000006934657033110943
56,31,,2,,2,,,,,0.000000000001552132879688306,0.003372764913365245,0.6969895362854004,0.29963770508766174,0.00000000000000000000000010291163208853649
57,31,,1,,1,,,,,0.000004153561803832417,0.6791279315948486,0.32024893164634705,0.0006189881241880357,0.000000000000000000021741573215078298
58,31,,0,,0,,,,,0.9662899971008301,0.03331931680440903,0.00039056481909938157,0.00000011351172446438795,0.0000000000000000005781958360545396
59,32,,3,,3,,,,,0.0000000000002804324426754906,0.0003114532446488738,0.31716135144233704,0.6825271844863892,0.00000000000000000000000000024902103254644395
60,32,,0,,0,,,,,0.903681218624115,0.09388820827007294,0.0024304878897964954,0.000000000042239347436412444,0.00000000000000000006281802795948906
61,33,,3,,3,,,,,0.00000028810751473429264,0.0014285867800936103,0.02189764566719532,0.9766735434532166,0.0000000000000039797406804775465
62,34,,3,,3,,,,,0.000007098045898601413,0.015860995277762413,0.026419958099722862,0.9577119946479797,0.0000000000005169542094743407
63,35,,3,,3,,,,,0.00000000010189377813718536,0.00038654444506391883,0.01079681608825922,0.9888166189193726,0.00000000000000003287698166018973
64,35,,2,,2,,,,,0.0376751534640789,0.41692915558815,0.5452768206596375,0.00011890827590832487,0.000000000000008270101895240401
65,36,,1,2,1,,,,O,0.000000000846186953840089,0.6283416748046875,0.37070712447166443,0.0009511624230071902,0.0000000000000000000000002324793795285084
66,36,,0,,0,,,,,0.9999994039535522,0.0000006239641265892715,0.000000011015486300891553,0.00000000000005665082728552491,0.000000000000000000017331075269513965
67,37,,0,,0,,,,,0.9986961483955383,0.0008774820016697049,0.00042530742939561605,0.0000011853204568978981,0.000000000000011776009380408577
68,38,,0,,0,,,,,0.9994528889656067,0.0005172939854674041,0.00002962510916404426,0.00000017769157523161994,0.000000000007301131053905063
69,39,,1,,2,,,,I,0.00000014175476792388508,0.05289129912853241,0.9470768570899963,0.00003171686694258824,0.00000000000000000000001887961082942817
70,39,,0,,0,,,,,0.9999668598175049,0.000020218414647388272,0.0000128261381178163,0.000000001543033922857262,0.000000000000003488110899429889
71,40,,3,,3,,,,,0.00000000003167330286935055,0.00003638285488705151,0.017424141988158226,0.9825395345687866,0.000000000000000000002744963925685452
72,40,,2,,0,,,,I,0.7507202625274658,0.060605160892009735,0.18867336213588715,0.0000012225945056343335,0.000000000000000008868714544799567
73,41,,3,,3,,,,,0.000000000000007107086695144673,0.0000000577404186685726,0.0016442318446934223,0.9983556866645813,0.0000000000000000000000008147869174787135
74,41,,2,,2,,,,,0.0000000031807181333221024,0.045925937592983246,0.9540005326271057,0.00007347658538492396,0.000000000000000000000000043627980096639257
75,41,,1,,1,,,,,0.007733690552413464,0.9646263718605042,0.027639735490083694,0.0000002326008541331248,0.0000000000000000000008391381787761423
76,42,,0,1,0,,,,O,0.5572658181190491,0.4380934536457062,0.004581884481012821,0.00005881281686015427,0.0000000000000009740183267616521
77,43,,3,,3,,,,,0.00000000005944967435000947,0.003397286171093583,0.041944827884435654,0.9546579718589783,0.0000000000000000000002769770660281198
78,43,,0,,1,,,,I,0.22283844649791718,0.7771093845367432,0.00005228531881584786,0.0000000000006281108987961359,0.00000000000000000000002854674623550432
79,44,,2,3,2,,,,O,0.00000000786037634981085,0.002618510974571109,0.6727057695388794,0.32467567920684814,0.0000000000000000006643857811358805
80,44,,1,,0,,,,I,0.9557306170463562,0.04417832940816879,0.0000910582602955401,0.0000000000008718802589624541,0.00000000000000000005990181563463043
81,45,,2,,2,,,,,0.0000000000000935852889866022,0.006911174859851599,0.5516741871833801,0.4414146840572357,0.00000000000000000000000000013813766229891476
82,45,,0,,0,,,,,0.7045508027076721,0.2865220606327057,0.008913672529160976,0.000013451305676426273,0.000000000021317900569806092
83,46,,3,,3,,,,,0.0000000000019347299370225945,0.000026319668904761784,0.08942102640867233,0.9105526208877563,0.0000000000000000000000040720558165401706
84,46,,2,,2,,,,,0.00000236592836699856,0.023329921066761017,0.9765983819961548,0.00006933907570783049,0.0000000000000000012227326946091742
85,46,,1,,1,,,,,0.000048661840992281213,0.997884213924408,0.0020671228412538767,0.0000000025695225946975597,0.0000000000000000000012069527421235299
86,46,,0,,0,,,,,0.9999561309814453,0.000043302741687512025,0.000000643281566681253,0.0000000000006784454183346444,0.0000000000000000000000612320587281898
87,47,,1,,2,,,,I,0.00009396569657837972,0.11621439456939697,0.8815382719039917,0.0021533500403165817,0.000000000000002242088164569134
88,48,,3,,3,,,,,0.000000000000008415332470310729,0.000004911349151370814,0.006507458630949259,0.9934875965118408,0.00000000000000000000000023910630417043065
89,48,,1,,2,,,,I,0.000000004615167803478926,0.22450748085975647,0.7754839658737183,0.000008509437066095416,0.0000000000000000000000016735224592786474
90,48,,0,,0,,,,,0.9983450174331665,0.0016063128132373095,0.0000486532153445296,0.000000005853303619574035,0.0000000000000003178037707247185
91,49,,1,,1,,,,,0.019761202856898308,0.9411091208457947,0.03400404751300812,0.005125644151121378,0.00000000000004354278575072548
92,50,,1,,1,,,,,0.022974520921707153,0.8111187815666199,0.16438177227973938,0.0015249316347762942,0.00000000020489747398766411
93,51,,1,,1,,,,,0.0019477634923532605,0.968678891658783,0.02936812862753868,0.0000053691151151724625,0.000000000000007875187183143187
94,52,,1,,1,,,,,0.0018220879137516022,0.9456191062927246,0.052242591977119446,0.0003161923377774656,0.00000000005648825851523043
95,53,,1,,1,,,,,0.0002174855617340654,0.9487144351005554,0.050871592015028,0.0001964439870789647,0.000000000000577147650417803
96,54,,2,,3,,,,I,0.0000000000000616870310800148,0.000007112211733328877,0.0002908340247813612,0.9997020363807678,0.000000000000000000000000020356070324882224
97,54,,1,,1,,,,,0.00000016616193931895396,0.9992172718048096,0.00078259885776788,0.000000015328582847473626,0.0000000000000000000003178172912373999
98,54,,0,,0,,,,,0.9998936653137207,0.00010605975694488734,0.0000002156393463792483,0.000000000009880920734395282,0.000000000000000009809720172723567
99,55,,0,,0,,,,,0.956903874874115,0.04092435538768768,0.0021715150214731693,0.00000018278926461334777,0.00000000000009191938524352392
100,56,,0,,0,,,,,0.9976133108139038,0.002258185762912035,0.00012645467359106988,0.0000020818490611418383,0.000000000017258335385794688
101,57,,0,,0,,,,,0.9993491768836975,0.00025519856717437506,0.000393876398447901,0.0000015652594811399467,0.00000023836021512124717
102,58,,0,,0,,,,,0.9730842709541321,0.011987075209617615,0.014852811582386494,0.00007590842869831249,0.000000000012357778862714941
103,59,,0,,0,,,,,0.998927652835846,0.0010221537668257952,0.00004965270636603236,0.0000004464728533548623,0.00000000000007482828647074197
104,60,,3,,3,,,,,0.00000000005611765219182274,0.0010428710374981165,0.13134072721004486,0.8676163554191589,0.00000000000000000000011407693569029533
105,60,,2,,1,,,,I,0.00005908377352170646,0.9431427717208862,0.05679807439446449,0.000000004301974332321379,0.0000000000000000000000020079207942170606
106,60,,0,1,0,,,,O,0.9971541166305542,0.002845438662916422,0.0000004458259752482263,0.00000000000022058513327559426,0.0000000000000000000039665160219185984
107,61,,1,,0,,,,I,0.894392192363739,0.10234282910823822,0.0032649131026118994,0.0000001344123035096345,0.000000000000000011339813227225169
108,62,,1,,1,,,,,0.19262413680553436,0.805566668510437,0.001805927837267518,0.0000032403552268078784,0.0000000000002516741968907471
109,63,,1,,1,,,,,0.27402737736701965,0.7248283624649048,0.001143246772699058,0.0000009948337265086593,0.00000000004406954662306006
110,64,,1,,1,,,,,0.06867855042219162,0.9305123686790466,0.0008084612200036645,0.0000006940912271602429,0.00000000000024825001537949476
111,65,,1,,1,,,,,0.23235438764095306,0.759823203086853,0.007761161308735609,0.00006120151374489069,0.00000000003219935776344052
112,66,,1,,1,,,,,0.18522866070270538,0.8146339058876038,0.000136986214783974,0.0000003921293796338432,0.00000000000002621118891322962
113,67,,1,,1,,,,,0.14669424295425415,0.8156028985977173,0.037571582943201065,0.00013129830767866224,0.0000000002240774787942712
114,68,,1,,1,,,,,0.18330110609531403,0.816260039806366,0.0004386553482618183,0.0000001528954669538507,0.0000000000000010480306892641936
115,69,,3,,3,,,,,0.00000000001613363435903903,0.0000312847041641362,0.003384642070159316,0.9965840578079224,0.000000000000000000003648012711994469
116,69,,2,,2,,,,,0.0000000006026040222373297,0.0035841125063598156,0.996304988861084,0.0001109465301851742,0.00000000000000000000015444327637659108
117,69,,1,,1,,,,,0.0008256123401224613,0.9991601705551147,0.00001422561672370648,0.000000000942394051683948,0.000000000000000022353535313369682
118,69,,0,,0,,,,,0.9946815371513367,0.005313164554536343,0.000005314910595188849,0.00000000019856956356978372,0.000000000000000023914817212867596
119,70,,0,,0,,,,,0.9166193604469299,0.07680551707744598,0.0065741329453885555,0.0000009634069328967598,0.00000000000000002943738269345948
120,71,,1,,1,,,,,0.00008732669084565714,0.9631227254867554,0.03670838475227356,0.00008147834887495264,0.0000000000000000018101836477424165
121,71,,0,,0,,,,,0.9999217987060547,0.00004155663918936625,0.000036611610994441435,0.0000000473845673809592,0.0000000000005635441657596274
122,72,,1,,1,,,,,0.2211662381887436,0.7777971625328064,0.0010357541032135487,0.0000008654539556118834,0.00000000000000010058681684767327
123,73,,3,,3,,,,,0.00000000000000778851453681539,0.00029509078012779355,0.0014812963781878352,0.998223602771759,0.00000000000000000000005164000552535078
124,73,,2,,2,,,,,0.000000009616392127043127,0.10993284732103348,0.890063464641571,0.0000035877933441952337,0.00000000000000000003168894353125984
125,73,,1,,1,,,,,0.00023559281544294208,0.9997629523277283,0.0000014249131936594495,0.000000000000708197172780145,0.000000000000000000024265524215002063
126,73,,0,,0,,,,,0.9999207258224487,0.00007909510168246925,0.00000009339845519207302,0.00000000000547007144441336,0.00000000000000012457126943322803
127,74,,1,,1,,,,,0.01462053507566452,0.9730937480926514,0.012241710908710957,0.000044095424527768046,0.00000000000000002466021613261873
128,75,,1,,1,,,,,0.000000009990259286496439,0.9871838092803955,0.01203956175595522,0.0007766445633023977,0.0000000000000000006066514695118231
129,75,,0,,0,,,,,0.9999866485595703,0.000012487434105423745,0.00000087294182549158,0.0000000005259814805924634,0.00000000000009121973602909186
130,76,,0,,1,,,,I,0.07651828229427338,0.9206399321556091,0.002837291918694973,0.0000043709619603760075,0.0000000000000001543322749608203
131,77,,3,,3,,,,,0.0000000000006538482862777917,0.0000028284703148528934,0.00131668068934232,0.9986805319786072,0.00000000000000000000001714142524453333
132,77,,2,,2,,,,,0.00000010470176903254469,0.0684066116809845,0.9291483759880066,0.002444854471832514,0.000000000000000000003894859481872275
133,77,,1,,1,,,,,0.00005661180694005452,0.9440473318099976,0.05589602515101433,0.00000008597159251166886,0.00000000000000000003575614213556906
134,77,,0,,0,,,,,0.9996957778930664,0.00030411125044338405,0.00000014339607901092677,0.000000000000043525330095748466,0.000000000000000000009752994181341515
135,78,,0,,0,,,,,0.9240830540657043,0.04449872672557831,0.030191954225301743,0.0012263418175280094,0.00000000000018698581637048572
136,79,,0,,0,,,,,0.9965623021125793,0.0008570253266952932,0.0025728358887135983,0.000007799487320880871,0.0000000004840668421657313
137,80,,0,,0,,,,,0.9980682730674744,0.0010339930886402726,0.0008960184641182423,0.0000016894754253371502,0.0000000005576930584005879
138,81,,0,,0,,,,,0.7239356637001038,0.27129653096199036,0.004581267014145851,0.00018661598733160645,0.0000000015204990599926305
139,82,,0,,0,,,,,0.9938321113586426,0.005051682237535715,0.0011054822243750095,0.00001062939190887846,0.00000000001790309567262227
140,83,,3,,3,,,,,0.00000000004276270310077379,0.000013156594832253177,0.005976974964141846,0.9940098524093628,0.00000000000000000124198098066813
141,83,,2,,2,,,,,0.0000011029343340851483,0.027550088241696358,0.9716094732284546,0.0008394240285269916,0.0000000000000000003886670959263497
142,83,,1,,1,,,,,0.000006002735972288065,0.9998981952667236,0.00009581488120602444,0.000000000023206245952644977,0.000000000000000000000000458508194131218
143,83,,0,,0,,,,,0.9998176693916321,0.00018200816703028977,0.0000003899768330484221,0.0000000000006520134367311858,0.0000000000000000001936938530063358
144,84,,2,,2,,,,,0.000077365170000121,0.14563101530075073,0.5696917772293091,0.28459975123405457,0.000000000000000004299270406563749
145,85,,3,,3,,,,,0.00000000000979446992260824,0.00011464463023003191,0.005653772037476301,0.9942315816879272,0.00000000000000000000014138646719193085
146,85,,2,,2,,,,,0.0000000009036530412842581,0.00952111091464758,0.9900078773498535,0.00047106476267799735,0.000000000000000025179364611224362
147,85,,1,,1,,,,,0.00000006779474404083885,0.9467858672142029,0.053213272243738174,0.0000007911015131867316,0.000000000000000000033943278887931064
148,85,,0,,0,,,,,0.9998841285705566,0.00009982042683986947,0.000016125110050779767,0.00000000016870103924926383,0.0000000000000009116385853611092
149,86,,3,,3,,,,,0.000000017638782878748316,0.0007189767202362418,0.007794440258294344,0.9914865493774414,0.000000000000000015848305734844405
150,87,,3,,3,,,,,0.000012307249562582001,0.001280587981455028,0.018154790624976158,0.9805522561073303,0.000000000014258166695924057
151,88,,3,,3,,,,,0.00000000747187112182246,0.00007066249963827431,0.002489806152880192,0.9974395036697388,0.000000000000003127445329280192
152,89,,3,,3,,,,,0.000000000001270534350471253,0.0000021560417735599913,0.000818600005004555,0.9991791844367981,0.0000000000000000000004900529656106781
153,89,,2,,2,,,,,0.0000000003438250517628916,0.04160221293568611,0.9567359089851379,0.0016618174267932773,0.000000000000000000007228859004484486
154,89,,1,,1,,,,,0.0000022702774913341273,0.9844277501106262,0.015563399530947208,0.0000066447692006477155,0.000000000000000007347353208844076
155,89,,0,,0,,,,,0.9967226386070251,0.002755588386207819,0.00047777616418898106,0.000044014654122292995,0.0000000012476562005758751
156,90,,0,,1,,,,I,0.14550548791885376,0.7896806597709656,0.0630560889840126,0.001757760881446302,0.0000000000024819040052304064
157,91,,0,,0,,,,,0.9686774015426636,0.021878791972994804,0.009237438440322876,0.0002063909632852301,0.000000000009590278224336224
158,92,,0,,0,,,,,0.9986428618431091,0.0013165130512788892,0.00004057284604641609,0.00000003480509747078031,0.0000000000001972894097439573
159,93,,0,,0,,,,,0.9999313354492188,0.0000629553833277896,0.000005779350431112107,0.000000005365205169027831,0.000000000000023958403146053138
160,94,,0,,0,,,,,0.9578799605369568,0.019633794203400612,0.022225268185138702,0.0002609002112876624,0.00000009189942318243993
161,95,,2,3,3,,,,O,0.000000000041532589867276926,0.0022028828971087933,0.47915327548980713,0.518643856048584,0.0000000000000000000000113130195318947
162,95,,1,,1,,,,,0.000000008828483721856628,0.9994372725486755,0.00056272599613294,0.0000000003830593897635737,0.0000000000000000000000000011385030866028148
163,95,,0,,0,,,,,0.9999921321868896,0.000007661412382731214,0.00000023204533761145285,0.00000000000004236701592851,0.000000000000000000009575514664541307
164,96,,0,,0,,,,,0.9913607239723206,0.008411507122218609,0.00022693595383316278,0.0000008225152328122931,0.00000000000000006737266975236203
165,97,,0,,0,,,,,0.9994328618049622,0.00044831723789684474,0.00011827879643533379,0.0000005293297249409079,0.00000000000029085422763829027
166,98,,0,,0,,,,,0.9997962117195129,0.00014482124242931604,0.000058841043937718496,0.00000012389691050884721,0.000000000011225971541239943
167,99,,2,3,3,,,,O,0.000000000000015058617804856837,0.00020663077884819359,0.462835431098938,0.5369579195976257,0.00000000000000000000000226396374480736
168,99,,1,,1,,,,,0.0000000338825785206609,0.9938716888427734,0.006128305569291115,0.000000021677445616319346,0.000000000000000000000011008247854327994
169,99,,0,,0,,,,,0.9999431371688843,0.00005682613482349552,0.000000005890280263542991,0.00000000000000296627613524138,0.000000000000000000001909614298738288
170,100,,3,,3,,,,,0.0000015834962141525466,0.02024795487523079,0.25519049167633057,0.724560022354126,0.000000000000000001958504369403534
171,101,,3,,3,,,,,0.0000012590392088895896,0.0008245300268754363,0.03369341418147087,0.9654808044433594,0.0000000000003000352245298432
172,102,,3,,3,,,,,0.0000007206119789771037,0.007625129073858261,0.09542358666658401,0.8969505429267883,0.000000000000000031154603027674663
173,103,,3,,3,,,,,0.000813875871244818,0.15690995752811432,0.384214848279953,0.4580613672733307,0.000000000003999682095939816
174,104,,3,,3,,,,,0.00000013679373012109863,0.000643216713797301,0.04296281933784485,0.956393837928772,0.00000000000000001304474331189904
175,105,,3,,3,,,,,0.0000000000003577470351207035,0.00022656159126199782,0.060963548719882965,0.938809871673584,0.000000000000000000000026216313859683943
176,105,,2,,1,,,,I,0.0035635021049529314,0.7011932134628296,0.2952306866645813,0.000012661156688409392,0.0000000000000003389106670999932
177,106,,2,,2,,,,,0.000004192710093775531,0.09549479931592941,0.7452922463417053,0.1592087745666504,0.000000000000000963402462833714
178,107,,3,,2,,,,I,0.000000012837203300364308,0.005305958446115255,0.785525381565094,0.2091686874628067,0.000000000000000005310403166049075
179,107,,2,,2,,,,,0.0000012468735803849995,0.013285641558468342,0.9867130517959595,0.00000009292432423535502,0.00000000000000000008926271426182232
180,108,,3,,3,,,,,0.00000013913737006987503,0.04074730724096298,0.2572682499885559,0.7019843459129333,0.00000000000000003326326177136219
181,108,,2,,2,,,,,0.4350743889808655,0.06298207491636276,0.501937985420227,0.000005578257969318656,0.000000000000003748817899715869
182,109,,3,,2,3,,,S,0.000000004145458643023403,0.03481881693005562,0.4846404194831848,0.4805406928062439,0.000000000000000000006242386347291047
183,109,,2,,2,,,,,0.0000000002453140190983305,0.0009764263522811234,0.9987884163856506,0.00023515675275120884,0.00000000000000000000000016348045251009147
184,109,,0,,0,,,,,0.8619573712348938,0.13337016105651855,0.004672425799071789,0.00000006764369686607097,0.000000000000000017003657020538045
185,110,,2,,2,,,,,0.018719898536801338,0.035595476627349854,0.9401786923408508,0.005505955312401056,0.00000000000000006090194022282511
186,111,,2,,2,,,,,0.006330131087452173,0.008291475474834442,0.9842709898948669,0.0011073881760239601,0.00000000000005024667544561469
187,112,,2,,2,,,,,0.001322450116276741,0.03987716883420944,0.9524303078651428,0.00637007737532258,0.0000000000023798614988412847
188,113,,2,,2,,,,,0.0014492693590000272,0.003796131582930684,0.9921438694000244,0.0026107479352504015,0.00000000000030269924479291166
189,114,,2,,2,,,,,0.009511515498161316,0.23727208375930786,0.7507104873657227,0.002505812793970108,0.000000000003191977498290255
190,115,,3,,3,,,,,0.000000000001903688144622162,0.001380102476105094,0.12022358179092407,0.8783963918685913,0.00000000000000000005369109156398941
191,115,,2,,2,,,,,0.000000015399294284179632,0.0007571866735816002,0.9991791844367981,0.00006363476131809875,0.0000000000000000000000002619690462736427
192,115,,0,,0,,,,,0.9988841414451599,0.001089189201593399,0.00002662378756213002,0.000000000012897733228656172,0.00000000000000035169022375213324
193,116,,3,,3,,,,,0.000009491730452282354,0.008531412109732628,0.29460135102272034,0.6968576908111572,0.0000000000000000022185122581424805
194,117,,3,,3,,,,,0.00000000020079145290896605,0.0019158003851771355,0.02885821834206581,0.9692259430885315,0.000000000000000005461595652001824
195,117,,0,,0,,,,,0.8702860474586487,0.04426092654466629,0.0854526162147522,0.00000040365046061197063,0.00000000000000012312995022924623
196,118,,3,,3,,,,,0.000012963397239218466,0.0017284323694184422,0.04251647740602493,0.9557421207427979,0.00000000000000071907734444542795
197,119,,2,,2,,,,,0.05172419920563698,0.33556127548217773,0.5959073901176453,0.01680714450776577,0.000000000013723627269313088
198,120,,2,,2,,,,,0.0002685125800780952,0.004197672475129366,0.9823641777038574,0.013169588521122932,0.00000000000010800803746388934
199,121,,3,,3,,,,,0.00000000000004817138712660124,0.000006857815151306568,0.0027684401720762253,0.9972246885299683,0.00000000000000000000001688704442387033
200,121,,2,,2,,,,,0.0000000024864643677346976,0.12217205762863159,0.8776512145996094,0.00017668983491603285,0.000000000000000002053309400564615
201,121,,1,,1,,,,,0.00008360891661141068,0.5926058888435364,0.40730252861976624,0.000007931541404104792,0.00000000000000000001149364553085591
202,121,,0,,0,,,,,0.999582827091217,0.0002685007930267602,0.00014868292782921344,0.0000000014122847336039968,0.0000000000000104554612987166
203,122,,2,,2,,,,,0.00009254831820726395,0.0744963064789772,0.9107379913330078,0.014673138968646526,0.000000000000000054545712342400236
204,123,,2,,2,,,,,0.000027117624995298684,0.011975007131695747,0.7533170580863953,0.23468083143234253,0.000000000000471602466280141
205,124,,2,,3,,,,I,0.00000044323127212919644,0.003277227748185396,0.40599876642227173,0.5907235741615295,0.000000000000017742340054278417
