note,chord,bar,correct,,assigned,,reassigned,,category,model output,,,,
26,15,,0,,0,,,,,0.9997623819813258,0.00000010642975435342843,0.0003312533952164347,0.00002355771716981718,0.00000000000000000001
27,16,,0,,0,,,,,0.9876763775717489,0.012075504187535831,0.0002070683189060898,0.00017566145142441548,0.00000000000000000001
28,17,,3,,3,,,,,0.00001681539908080642,0.00006512127460553905,0.009950705880216808,0.9945286830733931,0.00000000000000000001
29,17,,2,,2,,,,,0.00000007176822020455781,0.050406031114750095,0.9733198572454053,0.0009413703685530524,0.00000000000000000001
30,17,,1,,1,,,,,0.00015612298584121817,0.9985206070446478,0.0003095360498962497,0.011181396421960615,0.00000000000000000001
31,17,,0,,0,,,,,0.9996621837336749,0.000004967871584953636,0.0003508291835966542,0.0021504980136532164,0.00000000000000000001
32,18,,0,,0,,,,,0.9486391254877554,0.03422982619540531,0.0015350477686006576,0.0008654977575142624,0.00000000000000000001
33,19,,0,,0,,,,,0.9943982612049224,0.0016943592243392144,0.00041715757522760733,0.0007466096785451195,0.00000000000000000001
34,20,,0,,0,,,,,0.9927121514415189,0.004338012967569083,0.0017436040610895054,0.00019099586551039755,0.00000000000000000001
35,21,,0,,0,,,,,0.9985772767346262,0.00036905453466019286,0.00022600699752713135,0.00024552007900074897,0.00000000000000000001
36,22,,0,,0,,,,,0.9973576443863571,0.0007587213230378964,0.0004525259703137523,0.0007496978531788266,0.00000000000000000001
37,23,,3,,3,,,,,0.00011115732064037056,0.0003327397090026791,0.1016116915483019,0.9731279152886496,0.00000000000000000001
38,23,,2,,2,,,,,0.00000021314568269574887,0.033755591645909876,0.9865226945663268,0.000004765911364690727,0.00000000000000000001
39,23,,0,,0,,,,,0.9917697450294919,0.002286919119730824,0.00001727854473867419,0.000006127443462814516,0.00000000000000000001
40,24,,2,,2,,,,,0.000011073703430330834,0.02182284382400946,0.9093486310255159,0.304641406109094,0.00000000000000000001
41,24,,1,,1,,,,,0.12592352454182654,0.7373553594728238,0.0002774735211621979,0.17042063083488643,0.00000000000000000001
42,25,,2,,1,,,,I,0.00018324240224834994,0.791691614173793,0.4006814214739297,0.0004045219291314044,0.00000000000000000001
43,26,,3,,3,,,,,0.0000000030955604798816723,0.005268148081558319,0.09561563273741674,0.9490323596851249,0.00000000000000000001
44,26,,0,,0,,,,,0.9897195705377401,0.028752482846619107,0.0020817772651989964,0.0000000010505872777666976,0.00000000000000000001
45,27,,3,,3,,,,,0.000005790149837254764,0.000008904783672088658,0.005356828266773617,0.9971460960954516,0.00000000000000000001
46,27,,2,,2,,,,,0.000006695626459096829,0.032711000825774016,0.9827999571369339,0.007405474244263503,0.00000000000000000001
47,27,,1,,1,,,,,0.0018779861118930802,0.9970728426740701,0.001379851759704503,0.004293005082239931,0.00000000000000000001
48,27,,0,,0,,,,,0.9993411027849158,0.000006753348330031845,0.0006852675084148724,0.005351689222681405,0.00000000000000000001
49,28,,3,,3,,,,,0.0000003609932573378691,0.01449770353928365,0.15514196040284292,0.9483983968028281,0.00000000000000000001
50,28,,0,1,0,,,,O,0.977389090452776,0.1329124395427094,0.003301693353209999,0.0000005560802350195764,0.00000000000000000001
51,29,,3,,3,,,,,0.000005015425754705466,0.005186989943294239,0.049966910510487385,0.9725610832578392,0.00000000000000000001
52,29,,0,,0,,,,,0.9418884733203465,0.24817404284849426,0.0024853287000309644,0.00000006366250397707129,0.00000000000000000001
53,30,,2,3,3,,,,O,0.000022491175904718155,0.00239700325229625,0.06398607988391308,0.96641374800078,0.00000000000000000001
54,30,,1,,1,,,,,0.003987672361598623,0.9969320262252949,0.00014855188314311652,0.000015868741642800085,0.00000000000000000001
55,30,,0,,0,,,,,0.9999042699283756,0.000002914819021808869,0.000024065432411493433,0.00001105579164527985,0.00000000000000000001
56,31,,2,,3,,,,I,0.000018197579884527494,0.0009472470774756232,0.24284852350836833,0.8793424903371871,0.00000000000000000001
57,31,,1,,1,,,,,0.002524341571029525,0.9829851941045903,0.00015129792714210303,0.06506371090881938,0.00000000000000000001
58,31,,0,,0,,,,,0.9998497464208922,0.000004881661095527124,0.000018888984848438498,0.00003944417517732638,0.00000000000000000001
59,32,,3,,3,,,,,0.0000017949121910968966,0.026601675404472183,0.3984567462087299,0.7674494996108497,0.00000000000000000001
60,32,,0,,0,,,,,0.9921098200790661,0.01645940230549186,0.0020975525767661122,0.0000000016030453879410801,0.00000000000000000001
61,33,,3,,3,,,,,0.00904774882443444,0.03772203310259316,0.07472373926047018,0.8780606860468746,0.00000000000000000001
62,34,,3,,3,,,,,0.002736786413593512,0.01245109883544071,0.03559433048766714,0.96584405437064,0.00000000000000000001
63,35,,3,,3,,,,,0.0000003728247555820814,0.0033348506497618644,0.02403714609079694,0.9823253365545751,0.00000000000000000001
64,35,,2,,2,,,,,0.0008552544510518313,0.167752799966737,0.7904282330385465,0.00001664928191008151,0.00000000000000000001
65,36,,1,2,2,,,,O,0.0000002484945270170243,0.5420558372215223,0.6578487944830662,0.042416442816725484,0.00000000000000000001
66,36,,0,,0,,,,,0.9999826862977074,0.000002210510225645167,0.000005411975854124433,0.000008249855215070492,0.00000000000000000001
67,37,,0,,0,,,,,0.995211978978177,0.004301412361165232,0.0005286009925014515,0.000008076211256880055,0.00000000000000000001
68,38,,0,,0,,,,,0.9968261723623736,0.0009694457883404979,0.0004950465429109661,0.00010373235866600734,0.00000000000000000001
69,39,,1,,2,,,,I,0.00011031037116108328,0.4420744323032277,0.4678085898276228,0.00022302595020558594,0.00000000000000000001
70,39,,0,,0,,,,,0.9995718643716696,0.00000012987453323521643,0.0005971982633658527,0.000017786141717245038,0.00000000000000000001
71,40,,3,,3,,,,,0.000008227142128702665,0.014438218369867464,0.10896572626980924,0.9486238400163599,0.00000000000000000001
72,40,,2,,1,,,,I,0.008276739933834426,0.6981128862957032,0.5632614594317746,0.000000053009365832523527,0.00000000000000000001
73,41,,3,,3,,,,,0.000010388073364837927,0.00004013110314316086,0.01330761759035163,0.9907013957826197,0.00000000000000000001
74,41,,2,,2,,,,,0.000000005626423365359874,0.12424742630349721,0.9908215612923181,0.000011373128593282569,0.00000000000000000001
75,41,,1,,1,,,,,0.30293342396028056,0.9419103539178111,0.00039835879233022847,0.0026424354640445726,0.00000000000000000001
76,42,,0,1,0,,,,O,0.7495255215652797,0.4189836155803418,0.0018697891577244322,0.003322609504353784,0.00000000000000000001
77,43,,3,,3,,,,,0.000001145439364088335,0.10024135780730516,0.1445970292731819,0.8454859618726515,0.00000000000000000001
78,43,,0,,1,,,,I,0.5842816822797546,0.7510321031330897,0.002568922012504351,0.00000041854056906272707,0.00000000000000000001
79,44,,2,3,3,,,,O,0.0000030392970064144623,0.022002028532895207,0.5654871338364784,0.637075453075331,0.00000000000000000001
80,44,,1,,1,,,,,0.46784597857230004,0.8236661677394944,0.0003881460227088362,0.000007723111800041849,0.00000000000000000001
81,45,,2,,3,,,,I,0.0000012970213277212964,0.0069555232200035925,0.13365452297098115,0.9355822470884951,0.00000000000000000001
82,45,,0,,0,,,,,0.9041128971674941,0.32878912584384584,0.000007050894177595562,0.0001102747316264671,0.00000000000000000001
83,46,,3,,3,,,,,0.0000185387738690127,0.000051081530780996386,0.07490263850004773,0.9178520793922911,0.00000000000000000001
84,46,,2,,2,,,,,0.0000000027997356941209118,0.05049317359655411,0.9784464040557658,0.000489841367929908,0.00000000000000000001
85,46,,1,,1,,,,,0.00018907983699063946,0.9994098128050969,0.00009241135121589803,0.0003377312816934756,0.00000000000000000001
86,46,,0,,0,,,,,0.9998377466364589,0.000005439808043071814,0.00017708201245257257,0.00012306626822509745,0.00000000000000000001
87,47,,1,,2,,,,I,0.001689921921206163,0.20499019178395544,0.8497078864650052,0.02743360534417421,0.00000000000000000001
88,48,,3,,3,,,,,0.00010768049074646759,0.0023439821768601217,0.27700062266906,0.8483644698440151,0.00000000000000000001
89,48,,1,,2,,,,I,0.000000007234320631565409,0.2699209265209702,0.7748273706319756,0.00000006997757558881744,0.00000000000000000001
90,48,,0,,0,,,,,0.99998630414261,0.000013946899051002067,0.00010320908032676523,0.00000024301145496010505,0.00000000000000000001
91,49,,1,,1,,,,,0.23326308146871239,0.6756885027592551,0.002488218569338471,0.006641593060994449,0.00000000000000000001
92,50,,1,,1,,,,,0.025751401028265942,0.8867475519854726,0.016123844270591506,0.003434366541036536,0.00000000000000000001
93,51,,1,,1,,,,,0.013349070927072802,0.9348518456401667,0.010690210860115758,0.001896112244501566,0.00000000000000000001
94,52,,1,,1,,,,,0.009921058607546582,0.9260121955239624,0.017164220042871152,0.0008857593972402867,0.00000000000000000001
95,53,,1,,1,,,,,0.010961195973012748,0.9589540627648062,0.008271272070575835,0.00043607338091927343,0.00000000000000000001
96,54,,2,,3,,,,I,0.00006856763572465943,0.0021957085918506824,0.12706006983286897,0.9268074924233779,0.00000000000000000001
97,54,,1,,1,,,,,0.00016222741636963837,0.9992485361945403,0.00008170952443424438,0.0011843351840915713,0.00000000000000000001
98,54,,0,,0,,,,,0.9997932628622731,0.000009147538297729368,0.000009515161525850156,0.000007036820087036096,0.00000000000000000001
99,55,,0,,0,,,,,0.9936488123371313,0.004582204695334331,0.0009717611197146322,0.0000016575006279929442,0.00000000000000000001
100,56,,0,,0,,,,,0.9985119743337215,0.0005932353184790035,0.00035003907133572873,0.000042198446635930515,0.00000000000000000001
101,57,,0,,0,,,,,0.9970712061985584,0.0009126183313801034,0.0005373285380598935,0.00006528201168335372,0.00000000000000000001
102,58,,0,,0,,,,,0.9861409909262777,0.010012183765169465,0.0022967096964151717,0.00009403896041012695,0.00000000000000000001
103,59,,0,,0,,,,,0.9953536987932643,0.001825241838705616,0.0005305234897182031,0.00021714060884858255,0.00000000000000000001
104,60,,3,,3,,,,,0.000009070390852515759,0.000978337933847849,0.05464482220603976,0.98215390937184,0.00000000000000000001
105,60,,2,,1,,,,I,0.0001396941335599513,0.845562661911479,0.16826798503452686,0.0000000006372509679003854,0.00000000000000000001
106,60,,0,1,0,,,,O,0.9643450851983247,0.008311846637453204,0.00003293332993661071,0.000024368488940894748,0.00000000000000000001
107,61,,1,,0,,,,I,0.7965394596577505,0.42965331458518113,0.0010073933036925922,0.0000704932784776941,0.00000000000000000001
108,62,,1,,1,,,,,0.0624893446410637,0.8160700974545516,0.0017911219244822424,0.00009041668247618853,0.00000000000000000001
109,63,,1,,1,,,,,0.18957786046916963,0.805938466283744,0.0005428624011833027,0.00005802623197621151,0.00000000000000000001
110,64,,1,,1,,,,,0.35271130420625124,0.8292907416498253,0.00030898708190696454,0.000028826327337800567,0.00000000000000000001
111,65,,1,,1,,,,,0.14974964758518625,0.8858837710019627,0.0005044938970042455,0.000023326179597517217,0.00000000000000000001
112,66,,1,,1,,,,,0.3004438588704915,0.8789527990351349,0.00028914670266664666,0.000023596136419623542,0.00000000000000000001
113,67,,1,,1,,,,,0.0526779238167876,0.8974201757413812,0.0009828473638652684,0.00005221291989229845,0.00000000000000000001
114,68,,1,,1,,,,,0.13244589003354312,0.9114720358394873,0.0003458196993454281,0.000027932744128100904,0.00000000000000000001
115,69,,3,,3,,,,,0.00000012335040264371153,0.00018657760973816564,0.011999183398729019,0.9840417160339419,0.00000000000000000001
116,69,,2,,2,,,,,0.000000009271021471551662,0.023816065436973684,0.9805135729357278,0.0000005495706252800457,0.00000000000000000001
117,69,,1,,1,,,,,0.0017229987721238023,0.9981174261610415,0.00003354320308001732,0.000005318653087744696,0.00000000000000000001
118,69,,0,,0,,,,,0.9976297162034529,0.0001203723000853181,0.0007312942551043946,0.0007141164342016536,0.00000000000000000001
119,70,,0,,0,,,,,0.9891333739803426,0.016644331202925928,0.0012719862003427692,0.00016379609428869013,0.00000000000000000001
120,71,,1,,1,,,,,0.001953206131988654,0.8878826736959844,0.031870699423532746,0.00015330193317378627,0.00000000000000000001
121,71,,0,,0,,,,,0.9999689477729873,0.000001074288681626042,0.0001338814647720783,0.0000054968782072043154,0.00000000000000000001
122,72,,1,,1,,,,,0.19251686248883748,0.9460069436242475,0.001506610784521185,0.000020431535437422384,0.00000000000000000001
123,73,,3,,3,,,,,0.00002626628221589953,0.000060178941134942926,0.0072774377138271435,0.9941394728069884,0.00000000000000000001
124,73,,2,,2,,,,,0.000000008878454999176146,0.00865547521034852,0.981011524146494,0.0000007770127513071927,0.00000000000000000001
125,73,,1,,1,,,,,0.0001988075996160767,0.9994496636991826,0.00009295128233169916,0.000056394325577151416,0.00000000000000000001
126,73,,0,,0,,,,,0.9991678606697921,0.00003638894242560583,0.00012863432933445215,0.00008090045095147224,0.00000000000000000001
127,74,,1,,1,,,,,0.15499072791921337,0.5007109904450955,0.04012561860697329,0.0006555416036437468,0.00000000000000000001
128,75,,1,,1,,,,,0.00004009746935592367,0.9879786907461513,0.03169634171478699,0.0010113770716907975,0.00000000000000000001
129,75,,0,,0,,,,,0.9999571888416058,0.000004525585893311995,0.0001883490747932516,0.0000018990472209713392,0.00000000000000000001
130,76,,0,,1,,,,I,0.23808102238586848,0.8423853059973302,0.002254618063366342,0.00023169780767533,0.00000000000000000001
131,77,,3,,3,,,,,0.000014959681786550642,0.00003513052527180412,0.0074652988016252865,0.9958190296736229,0.00000000000000000001
132,77,,2,,2,,,,,0.0000037878165836302904,0.09397409490734356,0.9475522242262743,0.005289183227202951,0.00000000000000000001
133,77,,1,,1,,,,,0.0026378950173769253,0.9899284745002813,0.002869737730983244,0.021095939165725615,0.00000000000000000001
134,77,,0,,0,,,,,0.9995103628037698,0.000014022721370717511,0.00017587958917328496,0.00033179976442742465,0.00000000000000000001
135,78,,0,,0,,,,,0.9725848335305426,0.023576479991270605,0.0010469994956905939,0.0003689268788819983,0.00000000000000000001
136,79,,0,,0,,,,,0.9882770343978768,0.004388653106969763,0.000697760700886948,0.0008073605102976733,0.00000000000000000001
137,80,,0,,0,,,,,0.9881032375786719,0.0051496531884834456,0.0006603456184270407,0.0006230081220989315,0.00000000000000000001
138,81,,0,,0,,,,,0.851127809708986,0.21168750824578694,0.0018684218599163288,0.00009420734201075488,0.00000000000000000001
139,82,,0,,0,,,,,0.9599760622752065,0.02444426778979114,0.005703575593302512,0.000672126413339864,0.00000000000000000001
140,83,,3,,3,,,,,0.000017592774667973548,0.000020174480866830137,0.010345970420354846,0.9947880325202278,0.00000000000000000001
141,83,,2,,2,,,,,0.0000022860609434103823,0.008976130477521506,0.9903354737828163,0.00009647070102363963,0.00000000000000000001
142,83,,1,,1,,,,,0.0009536026237662616,0.9976609501831455,0.00043831276579926634,0.0009391178617598014,0.00000000000000000001
143,83,,0,,0,,,,,0.9996884116065515,0.000006284746987980276,0.00013552488013128552,0.0004093417566901143,0.00000000000000000001
144,84,,2,,2,,,,,0.0015666239133469734,0.1973341094770454,0.8531592963408919,0.10378458019102943,0.00000000000000000001
145,85,,3,,3,,,,,0.000004034503736074141,0.00002237636216099284,0.007485312760588506,0.9932037479249919,0.00000000000000000001
146,85,,2,,2,,,,,0.0000000003294088512459109,0.012132926828859535,0.99231723094741,0.00011317461760400827,0.00000000000000000001
147,85,,1,,1,,,,,0.00002498825863652067,0.9996383795810116,0.0001272145045990635,0.0092513065506833,0.00000000000000000001
148,85,,0,,0,,,,,0.9992953421883656,0.000014887308892183272,0.0005125419003948907,0.0007395234100614626,0.00000000000000000001
149,86,,3,,3,,,,,0.002291596794624682,0.05410575366869505,0.13210062670194034,0.8596408724378315,0.00000000000000000001
150,87,,3,,3,,,,,0.0005164325767905104,0.015923191331068502,0.03950885288588997,0.9299772268416219,0.00000000000000000001
151,88,,3,,3,,,,,0.0010809668049404965,0.0054327419132254775,0.017700041840354397,0.9747022956650564,0.00000000000000000001
152,89,,3,,3,,,,,0.000005370095100774182,0.000008526642609160182,0.004155865896183929,0.9979944718537382,0.00000000000000000001
153,89,,2,,2,,,,,0.00000006417854547493923,0.004007928678997126,0.9917046528946059,0.0015844102343554017,0.00000000000000000001
154,89,,1,,1,,,,,0.0007739268973508775,0.9876062383682953,0.0006156749617530346,0.014098210187646253,0.00000000000000000001
155,89,,0,,0,,,,,0.9990796167720033,0.000009496050272097688,0.00044695681749564847,0.002809585531821427,0.00000000000000000001
156,90,,0,,0,,,,,0.4176829800795597,0.3395781337033526,0.03672737534363327,0.004663730238010675,0.00000000000000000001
157,91,,0,,0,,,,,0.9487128583070127,0.0249563099014098,0.010047797626869585,0.0025390649770095056,0.00000000000000000001
158,92,,0,,0,,,,,0.9933914501484239,0.002078427881560696,0.0005011897205615165,0.0007700694217474333,0.00000000000000000001
159,93,,0,,0,,,,,0.9956805355522823,0.0011833594907967291,0.000410706585780901,0.0006206081866744612,0.00000000000000000001
160,94,,0,,0,,,,,0.9938098739510645,0.002869196119466953,0.0017421391369804938,0.0002360841746326854,0.00000000000000000001
161,95,,2,3,2,,,,O,0.000006472730992537935,0.004460224247113686,0.7715624163505164,0.5790357548993634,0.00000000000000000001
162,95,,1,,1,,,,,0.00040028678583460027,0.9988130008024795,0.00040527235537785847,0.007043404908675563,0.00000000000000000001
163,95,,0,,0,,,,,0.9999404905594321,0.000006298403698217859,0.00006036661332132977,0.00005898678884881295,0.00000000000000000001
164,96,,0,,0,,,,,0.9798634231881268,0.01425141981597161,0.0012559517760224643,0.0016156570574147914,0.00000000000000000001
165,97,,0,,0,,,,,0.9969777405742068,0.0009184910481211014,0.000382230073311539,0.001058180794514032,0.00000000000000000001
166,98,,0,,0,,,,,0.9982431660170724,0.00045816101464034444,0.00020928066460926056,0.00048669854742952167,0.00000000000000000001
167,99,,2,3,3,,,,O,0.00012304142935060003,0.0013720496611814134,0.3847943216075948,0.7688259723366102,0.00000000000000000001
168,99,,1,,1,,,,,0.00036664489310886037,0.9987961126479115,0.00022730437541596075,0.0012956274720916836,0.00000000000000000001
169,99,,0,,0,,,,,0.9999228839136504,0.000003128061049858344,0.00002305041607459738,0.000010281597260504748,0.00000000000000000001
170,100,,3,,3,,,,,0.001611465784422432,0.31011117799570376,0.25178232744946066,0.6363367668033268,0.00000000000000000001
171,101,,3,,3,,,,,0.0033839295507583195,0.035522975595574206,0.046890419290149664,0.9369320350479421,0.00000000000000000001
172,102,,3,,3,,,,,0.002897505734865717,0.058414433546082986,0.07558576423122054,0.8962897852772315,0.00000000000000000001
173,103,,3,,3,,,,,0.003341029747274075,0.3733535904594213,0.2292149875943541,0.4935530782546079,0.000000000000000000011072902795920442
174,104,,3,,3,,,,,0.00032253497003366453,0.016952820171983924,0.33813803212212323,0.7250534418049346,0.00000000000000000001
175,105,,3,,3,,,,,0.00002076420208656429,0.00990197854121201,0.12054810920970926,0.8899903984177833,0.00000000000000000001
176,105,,2,,2,1,,,S,0.00021235379796169217,0.6440736036195274,0.674297717401922,0.000045525144726219584,0.00000000000000000001
177,106,,2,,2,,,,,0.000023376743574212505,0.018607885555402853,0.8134991894781968,0.2335046850273367,0.00000000000000000001
178,107,,3,,3,,,,,0.000002914410939271486,0.0033292031283450913,0.1957663361939877,0.9021239549262139,0.00000000000000000001
179,107,,2,,2,,,,,0.00002445979677863271,0.02822078899760909,0.9887256273000998,0.0000034535165771580034,0.00000000000000000001
180,108,,3,,3,,,,,0.00000019609842286950815,0.0062770376326294845,0.5659066193106796,0.7362913052968213,0.00000000000000000001
181,108,,2,,2,,,,,0.0017964557898602904,0.09132892943285019,0.944772700016021,0.000000605703664644849,0.00000000000000000001
182,109,,3,,3,,,,,0.000009783445900711843,0.0064944473743963746,0.4827420780767916,0.9022139153644101,0.00000000000000000001
183,109,,2,,2,,,,,0.00000010106293149139113,0.0388040511654446,0.9906917366842836,0.000001588401196593529,0.00000000000000000001
184,109,,0,,0,,,,,0.6441032172281792,0.40460374919141195,0.0002876633614135062,0.0014872879141505431,0.00000000000000000001
185,110,,2,,2,,,,,0.23396067651076774,0.00256887674628799,0.8958244637769056,0.005696215175643762,0.00000000000000000001
186,111,,2,,2,,,,,0.0014519983431901383,0.001393674765826875,0.9901744597903982,0.0015283435236352855,0.00000000000000000001
187,112,,2,,2,,,,,0.0007530969859089507,0.0017807472812500216,0.9926348912645142,0.0012572298037418414,0.00000000000000000001
188,113,,2,,2,,,,,0.0007684628493995566,0.0015587134541020637,0.9925897720147503,0.0009529871449399238,0.00000000000000000001
189,114,,2,,2,,,,,0.0006349300617325866,0.002320223202103265,0.9926021125457771,0.0009380848233652251,0.00000000000000000001
190,115,,3,,3,,,,,0.000008951136480157155,0.0035751064872845285,0.45349440199624863,0.8462460458048362,0.00000000000000000001
191,115,,2,,2,,,,,0.00000004118368895865265,0.033105740601897096,0.9786306451062057,0.0000011605894556759868,0.00000000000000000001
192,115,,0,,0,,,,,0.8280712416240508,0.0612494304546137,0.00008895125288841741,0.00007616203673721285,0.00000000000000000001
193,116,,3,,3,,,,,0.0032217122660521806,0.05488388393634929,0.5630691790179351,0.6283561816726064,0.00000000000000000001
194,117,,3,,3,,,,,0.0000003885624462260596,0.0023057970778035592,0.07451603636754824,0.9669693305100207,0.00000000000000000001
195,117,,0,,0,,,,,0.8237225734476197,0.016345061828779896,0.048776054471509234,0.0000001277828011122804,0.00000000000000000001
196,118,,3,,3,,,,,0.00805582896149337,0.0034878450568558996,0.10688167883904762,0.9235000004560947,0.00000000000000000001
197,119,,2,,2,,,,,0.03452158091253088,0.01901263638942425,0.727837589317613,0.10319867483092707,0.00000000000000000001
198,120,,2,,2,,,,,0.0007583902739965702,0.0021249034852115142,0.9920307780730829,0.0011129169071631654,0.00000000000000000001
199,121,,3,,3,,,,,0.000003837968956341664,0.000005752566046523394,0.007916739482954087,0.9942330091463462,0.00000000000000000001
200,121,,2,,2,,,,,0.0000000009373904580291847,0.016399238262217983,0.9771960729938697,0.00001600409399892781,0.00000000000000000001
201,121,,1,,1,,,,,0.0007375611875919198,0.9555400293629829,0.0005467389580108375,0.010863887934034054,0.00000000000000000001
202,121,,0,,0,,,,,0.9995232947145042,0.000008267728547673984,0.0004855230088825457,0.0007141871766501297,0.00000000000000000001
203,122,,2,,2,,,,,0.0022741081793874003,0.1766999900421956,0.8177771732977366,0.10063247717782277,0.00000000000000000001
204,123,,2,,2,,,,,0.00007189167970473285,0.0076698980875396965,0.9781251623669058,0.01102344317691657,0.00000000000000000001
205,124,,2,,3,,,,I,0.00028845913091958856,0.04306765342842038,0.44893163270844766,0.5693019425778014,0.00000000000000000001
206,125,,3,,3,,,,,0.000000008283299973488114,0.000034539230356386644,0.02466662523070303,0.98331392673641,0.00000000000000000001
207,125,,2,,2,,,,,0.00000000035089152515653383,0.0193278125052186,0.9713402821234337,0.00009139258462106205,0.00000000000000000001
208,125,,1,,1,,,,,0.00012326670744672348,0.9993679977303201,0.00011337106338222684,0.004566513149894239,0.00000000000000000001
209,125,,0,,0,,,,,0.9995209155651015,0.000010551495401273431,0.00043103535065932105,0.0008446870761172531,0.00000000000000000001
210,126,,1,,1,,,,,0.1354820428032757,0.7296561999203353,0.01664774003643361,0.0014033494769011825,0.00000000000000000001
211,127,,1,,1,,,,,0.010282948327881463,0.9643993365808414,0.004495348968221879,0.004131698452990156,0.00000000000000000001
212,128,,1,,1,,,,,0.006601644727741855,0.9772990927487664,0.004693991219291321,0.0020920867117363803,0.00000000000000000001
213,129,,1,,1,,,,,0.004929497995249101,0.8573966455745571,0.09771355630609851,0.009669584281780266,0.00000000000000000001
214,130,,1,,1,,,,,0.004254031187328657,0.9380817255691973,0.02878248952574317,0.029894870330589973,0.00000000000000000001
215,131,,3,,3,,,,,0.000012970000230071758,0.00003511735573944862,0.005590523556302273,0.9933072058087877,0.00000000000000000001
216,131,,2,,2,,,,,0.000000004715744524571742,0.009351285090167995,0.984462633152786,0.00003449168416474377,0.00000000000000000001
217,131,,1,,1,,,,,0.00008884877668887215,0.9993625039612823,0.0001636718271890698,0.0006810067204001924,0.00000000000000000001
218,131,,0,,0,,,,,0.997339072766183,0.00008592652661604411,0.0004066679980196132,0.0007179334794557932,0.00000000000000000001
219,132,,2,,2,,,,,0.001360801375417916,0.1667715628866612,0.838527299739052,0.16885828310453282,0.00000000000000000001
220,133,,3,,3,,,,,0.0000023209894886715284,0.000016517444940363505,0.004639668180900723,0.9959422393229936,0.00000000000000000001
221,133,,2,,2,,,,,0.00000000034213726907495845,0.014317440310144041,0.9717342300832797,0.00018048973810012725,0.00000000000000000001
222,133,,1,,1,,,,,0.00016519651728871807,0.9991787171559183,0.0001251386510327107,0.005963884265672052,0.00000000000000000001
223,133,,0,,0,,,,,0.9994012312541941,0.000012927830160212359,0.00045934389709850146,0.0009659194662562323,0.00000000000000000001
